repo_name,url,error_message
anujdutt9/Handwritten-Digit-Recognition-using-Deep-Learning,https://github.com/anujdutt9/Handwritten-Digit-Recognition-using-Deep-Learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/anujdutt9/Handwritten-Digit-Recognition-using-Deep-Learning repos/anujdutt9/Handwritten-Digit-Recognition-using-Deep-Learning  stderr: fatal: destination path repos/anujdutt9/Handwritten-Digit-Recognition-using-Deep-Learning already exists and is not an empty directory.'
pcko1/Deep-Drug-Coder,https://github.com/pcko1/Deep-Drug-Coder,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/pcko1/Deep-Drug-Coder repos/pcko1/Deep-Drug-Coder  stderr: fatal: destination path repos/pcko1/Deep-Drug-Coder already exists and is not an empty directory.'
GlobalMaksimum/sadedegel,https://github.com/GlobalMaksimum/sadedegel,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/GlobalMaksimum/sadedegel repos/GlobalMaksimum/sadedegel  stderr: fatal: destination path repos/GlobalMaksimum/sadedegel already exists and is not an empty directory.'
nextml/caption-contest-data-api,https://github.com/nextml/caption-contest-data-api,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/nextml/caption-contest-data-api repos/nextml/caption-contest-data-api  stderr: fatal: destination path repos/nextml/caption-contest-data-api already exists and is not an empty directory.'
autowarefoundation/modelzoo,https://github.com/autowarefoundation/modelzoo,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/autowarefoundation/modelzoo repos/autowarefoundation/modelzoo  stderr: fatal: destination path repos/autowarefoundation/modelzoo already exists and is not an empty directory.'
icoxfog417/mlimages,https://github.com/icoxfog417/mlimages,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/icoxfog417/mlimages repos/icoxfog417/mlimages  stderr: Cloning into repos/icoxfog417/mlimages...POST git-upload-pack (191 bytes)POST git-upload-pack (683 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
Azure/confidential-ml-utils,https://github.com/Azure/confidential-ml-utils,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Azure/confidential-ml-utils repos/Azure/confidential-ml-utils  stderr: Cloning into repos/Azure/confidential-ml-utils...fatal: could not read Username for https://github.com: Device not configured'
haixuanTao/bert-onnx-rs-pipeline,https://github.com/haixuanTao/bert-onnx-rs-pipeline,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/haixuanTao/bert-onnx-rs-pipeline repos/haixuanTao/bert-onnx-rs-pipeline  stderr: fatal: destination path repos/haixuanTao/bert-onnx-rs-pipeline already exists and is not an empty directory.'
saeyslab/DeepLearning_for_ImagingFlowCytometry,https://github.com/saeyslab/DeepLearning_for_ImagingFlowCytometry,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/saeyslab/DeepLearning_for_ImagingFlowCytometry repos/saeyslab/DeepLearning_for_ImagingFlowCytometry  stderr: fatal: destination path repos/saeyslab/DeepLearning_for_ImagingFlowCytometry already exists and is not an empty directory.'
coffee19850519/single_cell_spatial_image,https://github.com/coffee19850519/single_cell_spatial_image,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/coffee19850519/single_cell_spatial_image repos/coffee19850519/single_cell_spatial_image  stderr: fatal: destination path repos/coffee19850519/single_cell_spatial_image already exists and is not an empty directory.'
general-labs/Image-AI,https://github.com/general-labs/Image-AI,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/general-labs/Image-AI repos/general-labs/Image-AI  stderr: fatal: destination path repos/general-labs/Image-AI already exists and is not an empty directory.'
DFKI-NLP/diamat,https://github.com/DFKI-NLP/diamat,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/DFKI-NLP/diamat repos/DFKI-NLP/diamat  stderr: fatal: destination path repos/DFKI-NLP/diamat already exists and is not an empty directory.'
jackyzha0/pennappsxx,https://github.com/jackyzha0/pennappsxx,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/jackyzha0/pennappsxx repos/jackyzha0/pennappsxx  stderr: fatal: destination path repos/jackyzha0/pennappsxx already exists and is not an empty directory.'
IbrahimNM/iSeefood,https://github.com/IbrahimNM/iSeefood,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/IbrahimNM/iSeefood repos/IbrahimNM/iSeefood  stderr: fatal: destination path repos/IbrahimNM/iSeefood already exists and is not an empty directory.'
steverab/failing-loudly,https://github.com/steverab/failing-loudly,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/steverab/failing-loudly repos/steverab/failing-loudly  stderr: fatal: destination path repos/steverab/failing-loudly already exists and is not an empty directory.'
kuielab/mdx-net-submission,https://github.com/kuielab/mdx-net-submission,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/kuielab/mdx-net-submission repos/kuielab/mdx-net-submission  stderr: fatal: destination path repos/kuielab/mdx-net-submission already exists and is not an empty directory.'
NVIDIA-ISAAC-ROS/isaac_ros_pose_estimation,https://github.com/NVIDIA-ISAAC-ROS/isaac_ros_pose_estimation,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/NVIDIA-ISAAC-ROS/isaac_ros_pose_estimation repos/NVIDIA-ISAAC-ROS/isaac_ros_pose_estimation  stderr: fatal: destination path repos/NVIDIA-ISAAC-ROS/isaac_ros_pose_estimation already exists and is not an empty directory.'
Thytu/OpenAdv,https://github.com/Thytu/OpenAdv,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Thytu/OpenAdv repos/Thytu/OpenAdv  stderr: fatal: destination path repos/Thytu/OpenAdv already exists and is not an empty directory.'
projectclarify/clarify,https://github.com/projectclarify/clarify,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/projectclarify/clarify repos/projectclarify/clarify  stderr: Cloning into repos/projectclarify/clarify...fatal: could not read Username for https://github.com: Device not configured'
ChrisFugl/Intrusing-Detection-System-Attack,https://github.com/ChrisFugl/Intrusing-Detection-System-Attack,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ChrisFugl/Intrusing-Detection-System-Attack repos/ChrisFugl/Intrusing-Detection-System-Attack  stderr: fatal: destination path repos/ChrisFugl/Intrusing-Detection-System-Attack already exists and is not an empty directory.'
ML-Bioinfo-CEITEC/ENNGene,https://github.com/ML-Bioinfo-CEITEC/ENNGene,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ML-Bioinfo-CEITEC/ENNGene repos/ML-Bioinfo-CEITEC/ENNGene  stderr: fatal: destination path repos/ML-Bioinfo-CEITEC/ENNGene already exists and is not an empty directory.'
SomayahAlbaradei/Splice_Deep,https://github.com/SomayahAlbaradei/Splice_Deep,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/SomayahAlbaradei/Splice_Deep repos/SomayahAlbaradei/Splice_Deep  stderr: fatal: destination path repos/SomayahAlbaradei/Splice_Deep already exists and is not an empty directory.'
bistro-its-berkeley/BISTRO,https://github.com/bistro-its-berkeley/BISTRO,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/bistro-its-berkeley/BISTRO repos/bistro-its-berkeley/BISTRO  stderr: fatal: destination path repos/bistro-its-berkeley/BISTRO already exists and is not an empty directory.'
c-heat16/learning_player_form,https://github.com/c-heat16/learning_player_form,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/c-heat16/learning_player_form repos/c-heat16/learning_player_form  stderr: fatal: destination path repos/c-heat16/learning_player_form already exists and is not an empty directory.'
dmitrySorokin/raph,https://github.com/dmitrySorokin/raph,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/dmitrySorokin/raph repos/dmitrySorokin/raph  stderr: fatal: destination path repos/dmitrySorokin/raph already exists and is not an empty directory.'
EpistasisLab/pmlb,https://github.com/EpistasisLab/pmlb,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/EpistasisLab/pmlb repos/EpistasisLab/pmlb  stderr: fatal: destination path repos/EpistasisLab/pmlb already exists and is not an empty directory.'
microsoft/InnerEye-DeepLearning,https://github.com/microsoft/InnerEye-DeepLearning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/microsoft/InnerEye-DeepLearning repos/microsoft/InnerEye-DeepLearning  stderr: Cloning into repos/microsoft/InnerEye-DeepLearning...POST git-upload-pack (191 bytes)POST git-upload-pack (gzip 3033 to 1556 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
nschloe/gh-trends,https://github.com/nschloe/gh-trends,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/nschloe/gh-trends repos/nschloe/gh-trends  stderr: fatal: destination path repos/nschloe/gh-trends already exists and is not an empty directory.'
radekd91/emoca,https://github.com/radekd91/emoca,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/radekd91/emoca repos/radekd91/emoca  stderr: fatal: destination path repos/radekd91/emoca already exists and is not an empty directory.'
nschloe/so-trends,https://github.com/nschloe/so-trends,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/nschloe/so-trends repos/nschloe/so-trends  stderr: fatal: destination path repos/nschloe/so-trends already exists and is not an empty directory.'
secretflow/secretflow,https://github.com/secretflow/secretflow,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/secretflow/secretflow repos/secretflow/secretflow  stderr: fatal: destination path repos/secretflow/secretflow already exists and is not an empty directory.'
Aveygo/AstroSleuth,https://github.com/Aveygo/AstroSleuth,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Aveygo/AstroSleuth repos/Aveygo/AstroSleuth  stderr: Cloning into repos/Aveygo/AstroSleuth...fatal: could not read Username for https://github.com: Device not configured'
adverML/SpectralDef_Framework,https://github.com/adverML/SpectralDef_Framework,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/adverML/SpectralDef_Framework repos/adverML/SpectralDef_Framework  stderr: fatal: destination path repos/adverML/SpectralDef_Framework already exists and is not an empty directory.'
pnlbwh/SlicerDiffusionQC,https://github.com/pnlbwh/SlicerDiffusionQC,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/pnlbwh/SlicerDiffusionQC repos/pnlbwh/SlicerDiffusionQC  stderr: fatal: destination path repos/pnlbwh/SlicerDiffusionQC already exists and is not an empty directory.'
GoogleCloudPlatform/professional-services,https://github.com/GoogleCloudPlatform/professional-services,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/GoogleCloudPlatform/professional-services repos/GoogleCloudPlatform/professional-services  stderr: fatal: destination path repos/GoogleCloudPlatform/professional-services already exists and is not an empty directory.'
PacktPublishing/40-Algorithms-Every-Programmer-Should-Know,https://github.com/PacktPublishing/40-Algorithms-Every-Programmer-Should-Know,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/PacktPublishing/40-Algorithms-Every-Programmer-Should-Know repos/PacktPublishing/40-Algorithms-Every-Programmer-Should-Know  stderr: Cloning into repos/PacktPublishing/40-Algorithms-Every-Programmer-Should-Know...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
dotchen/LAV,https://github.com/dotchen/LAV,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/dotchen/LAV repos/dotchen/LAV  stderr: fatal: destination path repos/dotchen/LAV already exists and is not an empty directory.'
BMW-InnovationLab/BMW-IntelOpenVINO-Detection-Inference-API,https://github.com/BMW-InnovationLab/BMW-IntelOpenVINO-Detection-Inference-API,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/BMW-InnovationLab/BMW-IntelOpenVINO-Detection-Inference-API repos/BMW-InnovationLab/BMW-IntelOpenVINO-Detection-Inference-API  stderr: Cloning into repos/BMW-InnovationLab/BMW-IntelOpenVINO-Detection-Inference-API...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
BMW-InnovationLab/BMW-IntelOpenVINO-Segmentation-Inference-API,https://github.com/BMW-InnovationLab/BMW-IntelOpenVINO-Segmentation-Inference-API,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/BMW-InnovationLab/BMW-IntelOpenVINO-Segmentation-Inference-API repos/BMW-InnovationLab/BMW-IntelOpenVINO-Segmentation-Inference-API  stderr: Cloning into repos/BMW-InnovationLab/BMW-IntelOpenVINO-Segmentation-Inference-API...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
linien-org/linien,https://github.com/linien-org/linien,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/linien-org/linien repos/linien-org/linien  stderr: fatal: destination path repos/linien-org/linien already exists and is not an empty directory.'
islem-esi/DeepMalwareDetector,https://github.com/islem-esi/DeepMalwareDetector,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/islem-esi/DeepMalwareDetector repos/islem-esi/DeepMalwareDetector  stderr: fatal: destination path repos/islem-esi/DeepMalwareDetector already exists and is not an empty directory.'
lindsey98/Phishpedia,https://github.com/lindsey98/Phishpedia,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/lindsey98/Phishpedia repos/lindsey98/Phishpedia  stderr: fatal: destination path repos/lindsey98/Phishpedia already exists and is not an empty directory.'
weir12/DENA,https://github.com/weir12/DENA,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/weir12/DENA repos/weir12/DENA  stderr: fatal: destination path repos/weir12/DENA already exists and is not an empty directory.'
momokhalil/pyHype,https://github.com/momokhalil/pyHype,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/momokhalil/pyHype repos/momokhalil/pyHype  stderr: Cloning into repos/momokhalil/pyHype...POST git-upload-pack (191 bytes)POST git-upload-pack (333 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
jambit/sensAI,https://github.com/jambit/sensAI,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/jambit/sensAI repos/jambit/sensAI  stderr: fatal: destination path repos/jambit/sensAI already exists and is not an empty directory.'
Actable-AI/actableai-lib,https://github.com/Actable-AI/actableai-lib,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Actable-AI/actableai-lib repos/Actable-AI/actableai-lib  stderr: Cloning into repos/Actable-AI/actableai-lib...fatal: could not read Username for https://github.com: Device not configured'
coffeenut/DalleLinks,https://github.com/coffeenut/DalleLinks,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/coffeenut/DalleLinks repos/coffeenut/DalleLinks  stderr: Cloning into repos/coffeenut/DalleLinks...fatal: could not read Username for https://github.com: Device not configured'
trifle/face,https://github.com/trifle/face,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/trifle/face repos/trifle/face  stderr: fatal: destination path repos/trifle/face already exists and is not an empty directory.'
WildEyeConservation/TrapTagger,https://github.com/WildEyeConservation/TrapTagger,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/WildEyeConservation/TrapTagger repos/WildEyeConservation/TrapTagger  stderr: fatal: destination path repos/WildEyeConservation/TrapTagger already exists and is not an empty directory.'
RithwikKerur/AI-ML-DataScience,https://github.com/RithwikKerur/AI-ML-DataScience,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/RithwikKerur/AI-ML-DataScience repos/RithwikKerur/AI-ML-DataScience  stderr: fatal: destination path repos/RithwikKerur/AI-ML-DataScience already exists and is not an empty directory.'
hectorLop/ML_algorithms,https://github.com/hectorLop/ML_algorithms,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/hectorLop/ML_algorithms repos/hectorLop/ML_algorithms  stderr: Cloning into repos/hectorLop/ML_algorithms...fatal: could not read Username for https://github.com: Device not configured'
cainiaozizi/ML_Trading,https://github.com/cainiaozizi/ML_Trading,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/cainiaozizi/ML_Trading repos/cainiaozizi/ML_Trading  stderr: Cloning into repos/cainiaozizi/ML_Trading...fatal: could not read Username for https://github.com: Device not configured'
triarkya/TradingML,https://github.com/triarkya/TradingML,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/triarkya/TradingML repos/triarkya/TradingML  stderr: Cloning into repos/triarkya/TradingML...fatal: could not read Username for https://github.com: Device not configured'
ohjames/Portfolio-Project-4--OkCupid,https://github.com/ohjames/Portfolio-Project-4--OkCupid,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ohjames/Portfolio-Project-4--OkCupid repos/ohjames/Portfolio-Project-4--OkCupid  stderr: fatal: destination path repos/ohjames/Portfolio-Project-4--OkCupid already exists and is not an empty directory.'
face-ac/face-ml,https://github.com/face-ac/face-ml,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/face-ac/face-ml repos/face-ac/face-ml  stderr: fatal: destination path repos/face-ac/face-ml already exists and is not an empty directory.'
JayaniH/Adding-Domain-Knowledge-to-Keras-based-Neural-Networks,https://github.com/JayaniH/Adding-Domain-Knowledge-to-Keras-based-Neural-Networks,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/JayaniH/Adding-Domain-Knowledge-to-Keras-based-Neural-Networks repos/JayaniH/Adding-Domain-Knowledge-to-Keras-based-Neural-Networks  stderr: Cloning into repos/JayaniH/Adding-Domain-Knowledge-to-Keras-based-Neural-Networks...fatal: could not read Username for https://github.com: Device not configured'
atakankurses/machine-learning,https://github.com/atakankurses/machine-learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/atakankurses/machine-learning repos/atakankurses/machine-learning  stderr: Cloning into repos/atakankurses/machine-learning...fatal: could not read Username for https://github.com: Device not configured'
jpdik/PLDiscov_Back,https://github.com/jpdik/PLDiscov_Back,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/jpdik/PLDiscov_Back repos/jpdik/PLDiscov_Back  stderr: fatal: destination path repos/jpdik/PLDiscov_Back already exists and is not an empty directory.'
AbhinavTuladhar/Stroke_Prediction,https://github.com/AbhinavTuladhar/Stroke_Prediction,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/AbhinavTuladhar/Stroke_Prediction repos/AbhinavTuladhar/Stroke_Prediction  stderr: Cloning into repos/AbhinavTuladhar/Stroke_Prediction...fatal: could not read Username for https://github.com: Device not configured'
mdominguez2010/Loan-Loss,https://github.com/mdominguez2010/Loan-Loss,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/mdominguez2010/Loan-Loss repos/mdominguez2010/Loan-Loss  stderr: fatal: destination path repos/mdominguez2010/Loan-Loss already exists and is not an empty directory.'
pavan5463/Major-Project,https://github.com/pavan5463/Major-Project,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/pavan5463/Major-Project repos/pavan5463/Major-Project  stderr: fatal: destination path repos/pavan5463/Major-Project already exists and is not an empty directory.'
labesoft/ml-projects,https://github.com/labesoft/ml-projects,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/labesoft/ml-projects repos/labesoft/ml-projects  stderr: fatal: destination path repos/labesoft/ml-projects already exists and is not an empty directory.'
houstonsantos/AppCassavaLeafDisease,https://github.com/houstonsantos/AppCassavaLeafDisease,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/houstonsantos/AppCassavaLeafDisease repos/houstonsantos/AppCassavaLeafDisease  stderr: fatal: destination path repos/houstonsantos/AppCassavaLeafDisease already exists and is not an empty directory.'
wesleydutrads/cash-machine-python,https://github.com/wesleydutrads/cash-machine-python,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/wesleydutrads/cash-machine-python repos/wesleydutrads/cash-machine-python  stderr: Cloning into repos/wesleydutrads/cash-machine-python...fatal: could not read Username for https://github.com: Device not configured'
sibced/ELEN0062-1-Introduction-to-machine-learning,https://github.com/sibced/ELEN0062-1-Introduction-to-machine-learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/sibced/ELEN0062-1-Introduction-to-machine-learning repos/sibced/ELEN0062-1-Introduction-to-machine-learning  stderr: Cloning into repos/sibced/ELEN0062-1-Introduction-to-machine-learning...fatal: could not read Username for https://github.com: Device not configured'
JanSoLul/MachineLearning,https://github.com/JanSoLul/MachineLearning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/JanSoLul/MachineLearning repos/JanSoLul/MachineLearning  stderr: Cloning into repos/JanSoLul/MachineLearning...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
naordalal/Curriculum-Learning,https://github.com/naordalal/Curriculum-Learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/naordalal/Curriculum-Learning repos/naordalal/Curriculum-Learning  stderr: Cloning into repos/naordalal/Curriculum-Learning...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
b05505027/ML_Final,https://github.com/b05505027/ML_Final,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/b05505027/ML_Final repos/b05505027/ML_Final  stderr: Cloning into repos/b05505027/ML_Final...fatal: could not read Username for https://github.com: Device not configured'
numbers1234567/genus-g-minesweeper,https://github.com/numbers1234567/genus-g-minesweeper,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/numbers1234567/genus-g-minesweeper repos/numbers1234567/genus-g-minesweeper  stderr: Cloning into repos/numbers1234567/genus-g-minesweeper...fatal: could not read Username for https://github.com: Device not configured'
jordane95/MachineLearning,https://github.com/jordane95/MachineLearning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/jordane95/MachineLearning repos/jordane95/MachineLearning  stderr: Cloning into repos/jordane95/MachineLearning...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
JohnMasapanta/Litho-prediction-Machine-Leraning-Web-App,https://github.com/JohnMasapanta/Litho-prediction-Machine-Leraning-Web-App,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/JohnMasapanta/Litho-prediction-Machine-Leraning-Web-App repos/JohnMasapanta/Litho-prediction-Machine-Leraning-Web-App  stderr: Cloning into repos/JohnMasapanta/Litho-prediction-Machine-Leraning-Web-App...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
learsi1911/GAMA_pygmo_v10,https://github.com/learsi1911/GAMA_pygmo_v10,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/learsi1911/GAMA_pygmo_v10 repos/learsi1911/GAMA_pygmo_v10  stderr: Cloning into repos/learsi1911/GAMA_pygmo_v10...POST git-upload-pack (191 bytes)error: could not lock config file /Users/sdgire/PycharmProjects/pythonProject/repos/learsi1911/GAMA_pygmo_v10/.git/config: No such file or directoryfatal: could not set core.repositoryformatversion to 0'
caiomsouza/MLOps21092021,https://github.com/caiomsouza/MLOps21092021,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/caiomsouza/MLOps21092021 repos/caiomsouza/MLOps21092021  stderr: Cloning into repos/caiomsouza/MLOps21092021...fatal: could not read Username for https://github.com: Device not configured'
princesslisa/My_Py,https://github.com/princesslisa/My_Py,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/princesslisa/My_Py repos/princesslisa/My_Py  stderr: Cloning into repos/princesslisa/My_Py...fatal: could not read Username for https://github.com: Device not configured'
A-Hareed/cis-proline-pred,https://github.com/A-Hareed/cis-proline-pred,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/A-Hareed/cis-proline-pred repos/A-Hareed/cis-proline-pred  stderr: fatal: destination path repos/A-Hareed/cis-proline-pred already exists and is not an empty directory.'
davidgao7/MachineLearning,https://github.com/davidgao7/MachineLearning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/davidgao7/MachineLearning repos/davidgao7/MachineLearning  stderr: fatal: destination path repos/davidgao7/MachineLearning already exists and is not an empty directory.'
Marveaux1515/Machine_learning,https://github.com/Marveaux1515/Machine_learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Marveaux1515/Machine_learning repos/Marveaux1515/Machine_learning  stderr: fatal: destination path repos/Marveaux1515/Machine_learning already exists and is not an empty directory.'
SRIRAM777/Emojify-ML-Flask-App,https://github.com/SRIRAM777/Emojify-ML-Flask-App,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/SRIRAM777/Emojify-ML-Flask-App repos/SRIRAM777/Emojify-ML-Flask-App  stderr: fatal: destination path repos/SRIRAM777/Emojify-ML-Flask-App already exists and is not an empty directory.'
robsca/simple,https://github.com/robsca/simple,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/robsca/simple repos/robsca/simple  stderr: Cloning into repos/robsca/simple...fatal: could not read Username for https://github.com: Device not configured'
SushiTeam2022/KAB-ML,https://github.com/SushiTeam2022/KAB-ML,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/SushiTeam2022/KAB-ML repos/SushiTeam2022/KAB-ML  stderr: fatal: destination path repos/SushiTeam2022/KAB-ML already exists and is not an empty directory.'
cservZ/machine-learning,https://github.com/cservZ/machine-learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/cservZ/machine-learning repos/cservZ/machine-learning  stderr: Cloning into repos/cservZ/machine-learning...fatal: could not read Username for https://github.com: Device not configured'
AbderrahmaneBennani/MLAC,https://github.com/AbderrahmaneBennani/MLAC,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/AbderrahmaneBennani/MLAC repos/AbderrahmaneBennani/MLAC  stderr: Cloning into repos/AbderrahmaneBennani/MLAC...fatal: could not read Username for https://github.com: Device not configured'
korcekj/ml-fraud-detection,https://github.com/korcekj/ml-fraud-detection,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/korcekj/ml-fraud-detection repos/korcekj/ml-fraud-detection  stderr: fatal: destination path repos/korcekj/ml-fraud-detection already exists and is not an empty directory.'
